Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	AE	T	LC	SI	GS	FEM	PR	ITC	TC	SBA	VA	CR	PM	JU	NS	W	ER	NF	CS	FT	P	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	FCA	M	RR	NA	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	NHA	B	FO	PA	SS	OP	X	FCD	FM	CA	Z	AR	ES	U	NASA	F	DP	CNF	SB	G	GB	II	ICA	RNB	OCM	FF	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1931	149	184	349	427	17	8	0	35	4	100	0	6	0	12	0	0	2	5	5	27	15	37	5	0	7	0	0	0	0	0	0	13	0	12	0	0	2	4	0	4	0	0	4	93	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	206	168	262	326	14	9	0	55	5	91	0	7	0	4	0	0	3	15	1	33	11	63	0	0	1	0	1	0	0	0	0	13	0	4	0	0	1	4	0	5	0	0	5	83	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	528	116	1052	253	19	8	0	62	2	69	0	6	0	2	0	0	2	8	4	28	13	20	4	0	0	0	0	0	0	0	0	14	0	4	0	0	1	2	0	5	0	0	6	83	0	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1227	202	224	135	17	10	0	67	2	55	0	7	0	5	0	0	2	13	3	33	14	18	3	0	0	0	2	0	2	0	0	11	0	6	0	0	2	6	0	4	0	0	10	59	0	0	0	0	4	0	12	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	513	185	234	176	19	10	0	65	2	72	0	5	0	4	0	0	2	9	1	36	28	13	0	0	0	0	0	0	0	0	0	16	0	6	0	0	0	5	0	2	6	0	3	83	0	0	0	0	6	0	1	0	10	0	1	1	0	5	0	0	0	4	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	286	276	259	145	18	10	0	74	2	124	0	5	0	8	0	0	5	16	16	47	23	18	12	0	0	0	4	0	0	0	0	16	0	10	0	0	1	7	0	2	6	0	5	64	0	0	0	0	2	0	5	0	8	0	2	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	329	396	261	170	16	18	0	68	4	87	0	6	0	6	0	0	4	32	8	34	28	19	7	0	0	0	9	0	2	0	0	15	0	5	0	0	1	6	1	1	9	0	5	79	0	0	0	0	2	0	4	0	12	0	2	15	0	4	0	0	0	7	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	384	452	365	161	20	31	0	74	2	120	0	7	0	19	0	0	4	19	14	37	12	24	10	0	0	0	1	0	0	0	0	15	0	5	0	0	16	8	0	3	3	0	8	83	0	3	1	0	31	0	11	0	11	0	2	39	0	3	0	0	0	6	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	425	452	340	180	21	23	0	88	4	140	0	6	0	6	1	0	4	30	21	36	24	30	15	0	1	0	10	0	0	0	0	14	0	11	0	0	1	5	1	7	38	0	11	87	0	2	1	0	5	0	9	0	10	0	2	52	0	6	1	0	0	4	0	2	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	367	471	423	203	22	28	0	58	6	149	0	5	0	9	0	0	5	67	27	23	29	25	13	0	12	0	5	0	0	0	0	15	0	12	0	0	6	3	0	2	66	0	24	92	0	3	0	0	5	0	29	0	8	0	2	52	0	10	1	0	2	10	4	4	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	342	522	373	200	26	25	0	78	5	154	0	7	0	6	0	0	6	73	38	37	10	31	18	0	46	0	27	0	0	0	0	17	0	14	0	0	3	5	0	2	50	0	7	76	0	4	0	0	15	0	307	0	11	0	3	59	0	2	0	0	2	10	0	5	1	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	331	391	399	260	20	27	0	62	2	117	0	5	0	10	0	0	6	80	36	52	22	43	19	0	92	0	8	0	0	0	0	18	0	19	0	0	1	4	0	2	25	0	7	57	0	4	0	0	5	0	19	0	2	0	2	47	0	0	1	0	2	0	1	2	2	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	365	230	313	209	33	24	0	68	4	108	0	3	0	5	0	0	3	69	57	56	21	40	27	0	85	0	4	0	0	0	0	30	0	54	0	0	7	6	0	4	9	0	6	34	0	2	1	0	10	0	24	0	6	0	4	49	0	2	1	0	2	5	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	453	251	288	100	64	39	0	100	4	103	0	6	0	3	0	0	7	74	62	48	14	19	30	0	29	0	4	0	0	0	0	20	0	63	0	0	6	6	0	1	1	0	8	35	0	11	0	0	14	0	21	0	2	0	3	28	0	1	1	0	2	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	419	246	255	340	69	27	0	105	3	97	0	1	0	6	1	0	6	30	70	24	40	21	35	0	39	0	7	0	0	0	0	35	0	84	0	0	5	5	0	6	3	0	5	40	0	5	0	0	6	0	18	0	9	0	14	40	2	2	1	0	0	4	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	651	233	713	259	53	27	0	156	5	147	0	1	0	5	0	0	6	67	50	36	45	35	24	0	58	0	4	0	1	0	0	24	0	51	0	0	11	3	0	1	2	0	5	42	0	5	0	0	8	0	15	0	3	0	14	35	0	3	1	0	3	2	0	4	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	913	221	803	314	43	26	0	162	3	105	0	10	1	30	0	0	9	29	40	35	14	33	19	0	12	0	7	0	5	0	1	32	0	39	0	0	14	6	0	4	3	0	12	16	0	6	0	0	7	0	10	0	10	0	8	29	0	5	1	0	5	4	3	2	0	0	0	0	1	1	0	0	2	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	888	234	1867	318	57	28	0	175	4	164	0	2	0	5	0	0	5	23	42	47	26	30	22	0	10	0	4	0	1	0	0	27	0	15	4	0	11	5	0	6	3	0	4	48	0	9	1	0	4	0	8	0	10	0	12	42	0	5	1	0	3	4	25	5	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1469	349	941	531	59	36	0	166	5	159	0	3	4	15	0	0	4	60	85	34	19	16	70	1	21	0	17	0	1	0	1	33	0	169	8	0	17	8	1	4	5	0	3	41	0	4	0	0	95	0	6	0	8	0	10	49	0	9	1	0	3	6	10	4	1	0	0	0	2	0	0	0	2	0	0	0	0	1	1	0	9	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1551	290	697	416	88	39	1	119	7	157	0	7	1	12	1	1	2	158	35	31	33	23	20	0	41	0	2	0	1	0	1	31	1	36	11	0	17	3	1	5	0	0	9	48	0	4	0	0	1	0	11	0	8	0	6	26	0	7	1	0	3	5	11	2	0	1	1	0	0	0	0	0	2	0	0	0	4	2	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1547	312	448	335	129	27	0	205	6	142	0	1	5	11	0	1	8	68	56	30	20	25	40	0	46	0	0	0	2	0	1	26	1	40	12	0	19	3	0	5	0	0	3	57	0	3	0	0	2	0	6	0	13	0	1	33	0	6	1	0	4	7	43	3	1	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	12	0	0	0	2	1	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1414	305	595	625	87	24	1	195	4	153	0	7	5	12	0	1	8	87	48	25	32	21	33	0	32	0	0	1	1	0	2	32	1	2	8	0	24	5	1	5	0	0	3	33	0	2	1	0	1	0	7	0	12	0	2	32	0	27	1	0	3	2	4	5	0	0	0	0	0	1	0	0	0	0	0	0	13	2	0	0	11	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1643	372	587	405	143	30	0	116	5	230	0	1	3	11	0	1	9	65	125	45	28	28	75	0	33	1	3	2	0	0	2	29	1	0	8	0	18	3	1	6	0	0	3	43	0	3	0	0	2	0	6	0	18	0	2	32	0	7	1	0	6	7	4	5	0	0	1	0	0	0	0	0	1	0	0	0	15	1	0	0	12	0	0	0	0	1	3	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1699	300	560	547	130	37	0	178	4	212	2	5	5	17	0	1	9	63	44	31	77	26	44	0	18	1	5	5	0	0	2	28	3	0	8	0	16	5	1	5	0	0	12	35	0	2	0	0	1	0	10	0	22	0	1	24	0	7	1	1	3	3	3	2	2	0	0	1	0	0	0	0	0	1	0	0	14	0	0	0	10	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1955	1957	376	456	410	174	49	0	179	6	152	0	7	9	13	0	1	17	132	40	25	45	52	50	0	22	2	7	2	0	0	1	24	10	0	10	0	28	7	5	6	1	0	4	60	0	2	0	0	2	0	2	0	16	0	1	29	0	6	1	2	11	10	6	6	1	0	0	1	0	0	0	0	0	0	0	0	18	1	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1651	544	730	499	179	46	0	109	6	201	0	10	1	14	1	1	8	46	46	32	42	40	38	0	19	2	7	3	0	0	1	29	8	0	14	0	25	4	2	5	0	0	6	34	0	7	1	0	1	0	5	0	26	0	1	12	1	6	1	4	4	4	3	3	1	0	0	1	0	1	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1604	448	462	323	174	59	0	189	6	193	0	3	1	11	0	3	15	69	35	33	84	54	36	0	24	2	8	5	0	0	1	28	7	0	14	0	15	5	3	8	0	0	10	62	0	9	0	0	2	0	7	0	16	0	1	16	1	7	1	2	7	7	2	5	0	0	1	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1505	553	404	325	190	42	5	128	5	193	0	10	1	18	0	5	8	79	48	38	40	38	52	0	16	1	4	2	0	0	2	28	11	0	14	0	22	5	3	7	0	0	6	68	0	4	0	0	1	0	4	0	9	0	2	19	0	8	1	1	7	3	1	2	1	0	1	1	1	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1806	554	579	727	294	55	155	93	5	219	0	12	3	12	0	11	17	75	61	35	106	52	61	0	29	2	8	10	1	0	1	38	9	0	26	0	14	3	2	9	0	0	7	54	0	3	1	0	2	0	8	0	21	0	1	19	8	9	1	2	7	9	1	5	0	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1803	690	585	796	298	78	294	178	7	244	0	24	5	13	0	29	17	121	95	38	52	64	83	0	27	0	2	16	4	0	3	41	17	0	26	0	10	12	2	8	0	0	19	77	0	7	0	0	1	0	8	0	24	0	1	31	3	6	1	2	8	7	0	3	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1929	660	778	540	340	188	480	139	7	203	1	16	4	18	0	27	16	191	121	32	33	38	126	0	24	0	16	18	2	7	3	40	19	2	79	0	18	7	2	4	0	0	9	47	0	6	0	0	1	0	5	0	10	0	2	28	4	10	1	2	11	6	0	6	1	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1821	682	821	916	255	170	423	97	9	267	2	16	13	15	0	34	12	190	91	44	41	49	124	1	24	1	12	15	2	3	1	41	11	0	54	0	17	12	3	9	0	0	14	66	0	3	0	0	1	0	9	0	32	0	2	26	13	11	1	3	7	9	1	2	1	0	7	0	0	1	0	0	0	0	0	0	6	3	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1563	735	820	666	256	210	284	239	6	379	3	20	14	31	0	38	22	270	128	44	30	49	138	0	40	5	17	30	1	8	1	46	46	0	57	0	22	8	2	8	0	0	11	59	0	6	0	0	2	0	5	0	25	0	1	24	9	12	1	6	10	5	1	3	1	1	3	1	0	2	0	0	0	1	0	0	14	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1597	844	851	2056	416	220	358	126	6	379	0	21	15	22	0	16	17	318	135	59	112	49	185	2	28	1	8	20	2	2	3	45	25	0	32	0	25	19	5	10	0	0	10	55	0	8	0	0	1	0	9	0	20	0	1	23	8	22	1	2	9	6	0	3	1	0	5	0	0	4	0	0	0	0	0	0	11	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1522	820	773	1310	475	244	379	108	3	323	0	20	25	28	2	17	44	342	144	52	65	68	201	1	32	3	12	8	1	12	2	53	16	0	61	0	19	15	3	8	1	0	15	46	0	4	0	0	1	0	4	0	73	0	1	25	10	8	2	6	8	6	0	6	1	4	6	2	0	6	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1109	858	860	1284	472	419	338	103	8	345	4	30	21	23	7	36	53	316	243	96	46	51	188	2	37	6	20	7	3	15	4	46	18	0	102	1	22	15	3	11	0	0	13	49	0	5	1	0	3	0	11	0	32	0	1	23	10	15	2	6	14	6	0	3	1	1	8	1	0	5	0	0	0	0	0	0	6	2	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1078	877	908	1054	447	320	413	99	6	346	2	22	23	31	22	15	84	285	208	68	546	65	174	1	61	4	23	12	3	14	3	50	23	0	53	3	20	18	4	7	0	0	14	51	6	9	0	0	0	0	8	0	47	0	1	17	10	13	2	10	10	9	0	2	1	6	4	1	0	7	0	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	946	939	1056	1804	502	333	477	327	6	346	6	50	27	28	25	19	141	323	131	66	73	565	133	1	75	5	25	4	2	18	4	53	41	0	59	6	25	13	2	11	1	0	15	38	14	4	0	0	0	0	7	0	43	0	1	17	6	15	2	6	11	8	0	3	1	0	3	2	0	5	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1166	885	987	1470	448	391	607	121	10	341	11	52	43	33	32	15	115	358	175	46	152	52	197	1	67	5	20	6	4	13	3	242	27	0	58	5	32	12	2	11	0	0	18	40	12	10	1	0	0	0	10	0	50	0	3	24	9	13	3	6	12	7	27	6	2	0	4	29	0	4	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1109	921	1356	1868	452	516	373	110	6	365	100	79	38	48	20	13	108	68	176	57	104	52	193	1	63	3	23	5	7	22	5	38	17	0	53	5	31	19	6	18	0	0	17	27	14	3	1	0	1	0	9	0	58	0	3	22	9	12	6	5	12	4	0	3	2	0	4	5	0	6	0	0	0	0	0	0	7	1	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1971	1346	1065	1370	1588	512	591	372	127	30	335	343	123	71	61	25	13	163	67	194	66	68	544	206	0	73	5	77	6	9	41	4	54	21	0	84	1	38	22	4	19	0	0	13	34	25	8	0	0	1	0	10	0	50	0	2	22	7	14	5	4	6	5	0	6	2	0	5	3	0	5	0	0	0	0	0	0	6	1	0	0	0	0	0	0	10	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1511	1077	950	2187	530	568	219	127	84	428	325	125	59	130	24	12	150	52	187	72	471	49	227	5	81	3	45	7	18	28	4	52	34	0	69	7	39	15	2	13	0	0	14	47	14	4	0	0	1	0	16	0	52	0	2	20	5	15	8	2	8	5	0	2	1	1	6	3	0	4	0	0	0	0	0	0	6	2	0	0	0	0	0	0	29	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2796	1113	895	2098	469	573	154	133	93	317	216	94	108	119	27	19	129	62	182	84	125	40	180	2	62	3	58	7	7	23	6	54	21	0	65	14	42	8	3	17	0	0	17	25	11	12	1	0	1	0	52	0	56	7	1	26	6	18	5	3	9	8	0	5	0	0	3	3	0	5	0	0	1	0	0	0	5	3	0	0	0	0	0	1	31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2991	1183	1029	1847	462	609	312	117	104	462	261	156	57	113	31	32	119	29	210	101	389	58	212	5	60	1	55	4	2	23	6	49	32	0	127	18	39	19	6	17	0	0	13	73	12	9	2	7	0	0	20	0	54	1	2	22	8	22	6	2	11	9	0	0	1	2	4	3	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	2	22	0	4	0	0	0	0	0	3	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4430	1521	865	2216	609	880	316	167	290	547	229	223	80	145	68	58	99	23	219	141	173	83	209	2	52	4	43	12	8	38	10	55	55	0	146	15	45	26	2	13	0	0	15	49	9	13	6	47	1	0	22	0	59	2	3	26	8	26	10	4	7	10	0	3	1	1	3	3	0	6	0	0	0	6	0	0	9	0	0	0	0	0	0	1	30	0	5	0	0	0	0	1	6	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	5076	1996	1026	2740	620	1295	541	482	316	521	786	327	285	261	75	77	182	25	232	200	189	79	225	6	66	7	47	8	25	32	11	52	56	0	355	17	72	33	9	23	0	2	30	61	27	7	3	43	0	0	18	0	54	3	5	24	21	19	14	6	11	87	0	3	2	1	5	3	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	3	22	0	2	0	0	0	0	1	5	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5130	2166	956	2682	702	1219	606	360	234	604	451	614	1157	266	76	238	169	24	246	178	548	60	237	7	52	4	38	23	19	124	25	57	76	0	124	27	62	25	10	16	0	0	35	67	6	6	1	48	0	0	19	0	38	12	4	18	11	147	11	4	30	7	0	4	7	0	0	9	0	3	0	0	0	1	0	0	6	2	0	0	0	0	0	0	24	0	3	0	0	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5191	1916	1020	2722	634	1474	492	398	169	554	557	541	1067	257	111	528	142	18	271	186	304	57	255	22	59	10	64	11	26	46	31	75	62	0	13	21	46	42	41	17	0	0	40	48	12	6	1	18	0	0	21	0	18	14	5	15	13	4	8	2	30	4	0	5	5	0	0	5	0	5	0	0	0	0	3	0	7	0	0	0	0	0	0	0	44	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
