Year	Y	A	I	C	D	NAS	HE	S	GA	L	TD	EP	J	ED	PREX	HH	FS	E	T	AE	SI	LC	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	PRVP	HS	N	SE	CC	CSA	NMB	FE	MS	LR	AC	NCU	IA	FP	CAB	RR	FCA	NC	NA	M	FHL	FAA	MC	FMC	LGA	FA	DC	CZ	FL	ID	B	SS	OP	AR	NHA	PA	FM	NASA	F	CNF	Z	FCD	GB	ES	ICA	II	RNB	CA	X	FO	FF	SB	H	G	U	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1995	2907	843	770	1591	526	620	646	189	245	685	202	153	242	341	375	82	3	144	239	421	35	110	4	52	30	319	2	11	13	8	54	48	65	32	0	0	0	10	14	20	0	1	83	0	1444	23	15	19	1	78	93	0	1	12	3	21	8	0	2	0	0	4	5	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	2866	613	1040	1550	431	43	748	159	180	679	227	43	273	340	364	149	1	58	225	595	24	107	5	58	18	476	2	10	18	9	10	50	134	40	0	0	0	10	25	25	0	8	24	0	0	24	14	18	0	71	179	0	2	11	2	17	6	2	4	0	0	2	7	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3258	832	742	1524	471	32	630	163	284	638	195	70	418	485	223	90	5	56	246	584	29	114	8	68	24	475	2	3	23	8	36	68	46	24	0	0	0	9	16	30	0	13	22	0	1	51	21	20	0	66	194	0	2	8	1	22	0	1	4	0	0	5	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	2946	600	652	1029	470	33	692	165	300	643	156	76	275	429	177	106	0	44	222	606	29	83	11	69	27	458	2	20	8	10	30	66	45	23	0	0	0	9	36	26	0	2	25	0	0	26	4	19	0	54	166	0	1	8	4	342	8	2	6	0	0	3	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3051	998	12911	2010	482	47	590	264	261	693	222	93	233	423	258	128	3	59	261	664	400	161	66	69	19	512	2	40	5	13	22	57	15	36	0	0	17	24	250	24	2	2	30	6	0	41	4	18	0	79	175	0	5	11	2	19	0	4	1	0	0	5	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3179	546	617	723	425	30	558	95	85	573	112	50	324	317	163	31	2	40	241	382	14	73	32	58	17	287	1	41	12	21	14	73	23	34	0	0	0	14	4	26	0	1	26	0	0	42	3	21	0	68	195	0	2	13	1	16	3	6	2	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2330	448	490	584	313	19	292	29	31	451	114	22	171	133	156	12	0	12	207	242	19	63	23	35	14	237	0	11	6	3	13	52	25	11	0	0	0	5	3	18	0	0	27	0	0	23	0	23	0	17	183	0	1	6	8	69	0	2	1	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2732	412	479	563	256	22	266	27	29	413	84	37	132	139	132	13	1	12	162	239	18	68	29	42	9	225	0	12	9	12	7	49	24	6	0	0	0	6	5	18	0	5	15	0	0	26	0	26	1	18	142	0	1	0	0	6	0	3	3	0	0	8	1	4	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3276	395	643	541	248	20	234	16	9	452	72	27	107	88	125	19	0	11	173	230	17	78	11	47	7	218	1	1	12	1	5	46	42	11	0	0	0	3	2	24	0	0	11	0	0	19	0	50	0	17	135	0	2	0	3	19	0	1	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2681	850	431	318	217	15	168	14	8	312	48	15	79	64	80	15	10	6	97	253	11	48	0	24	4	240	0	0	9	0	5	283	9	8	0	0	0	0	2	45	0	1	33	0	0	17	0	14	0	21	115	0	0	0	1	19	0	0	4	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2202	278	200	226	175	8	137	5	11	285	23	3	27	43	45	2	0	6	39	236	7	50	3	44	16	226	0	0	4	0	3	24	6	8	0	0	0	2	2	587	0	3	2	0	0	12	0	16	0	9	93	0	0	0	0	19	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2759	289	151	254	160	2	138	16	1	244	11	14	36	47	53	10	0	25	42	226	5	44	0	27	13	197	0	0	7	0	1	31	4	4	0	0	0	0	0	16	0	5	5	0	0	18	0	9	0	16	75	0	0	18	1	16	0	1	4	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2491	207	148	301	313	5	158	8	2	1779	25	7	26	36	53	6	0	9	46	45	7	53	0	33	12	25	0	0	13	2	0	25	0	12	0	0	0	0	1	34	0	0	3	0	0	9	0	7	0	11	77	0	0	0	0	22	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	1955	125	137	215	173	7	72	23	0	22	33	4	22	35	58	0	0	3	42	189	3	15	0	18	9	98	0	0	14	2	1	15	0	5	0	0	0	0	0	65	0	191	6	0	0	7	0	8	0	22	69	0	0	0	0	8	0	0	3	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2697	85	257	177	175	4	186	11	0	15	26	0	23	8	39	0	0	3	15	623	10	27	3	15	14	599	1	0	5	0	2	23	0	4	0	0	0	0	0	24	0	1	3	0	0	6	1	12	0	16	60	0	0	0	0	10	0	1	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1836	51	82	80	126	11	95	7	0	5	14	0	23	11	23	0	0	1	11	31	8	32	0	13	8	13	0	1	5	2	0	24	0	3	0	0	0	0	0	1	0	0	9	0	0	5	0	5	0	12	78	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	388	32	36	30	96	4	35	3	0	6	11	0	12	17	17	1	0	3	3	12	6	15	0	11	3	7	0	0	1	0	0	9	0	3	0	0	0	0	0	2	0	0	1	0	0	6	0	2	0	8	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	648	32	10	32	29	4	108	3	0	5	9	0	8	6	15	1	0	1	1	7	2	7	0	13	7	3	0	0	1	0	0	4	0	2	0	0	0	0	0	1	0	0	1	0	0	4	0	2	0	7	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	371	17	3	10	22	0	35	1	0	1	4	0	0	7	16	2	0	0	0	60	3	0	0	9	4	57	0	0	0	0	0	5	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	2	0	8	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	20	5	0	5	10	0	34	0	0	0	0	0	0	4	12	1	0	0	0	0	2	1	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	9	0	0	2	4	0	23	1	0	0	0	0	0	5	6	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
